sapl_id,status,veredito,score_greenwashing,score_derivado,divergencia_score,retorica,efeito,mecanismos,confianca,n_citacoes,n_citacoes_evidencia,n_citacoes_editorial,n_citacoes_orfas,n_secao_mal_declarada,vazamento,vazamento_origem,fonte_texto,texto_truncado,dossie_versao,lacunas,justificativa,problemas,modelo,prompt_versao,quando
11263,descartada,nao_ambiental,0.0,,,nenhuma,indeterminado,,0.9,2,2,0,0,0,True,externo,ambos,false,3,"Ausência do texto da Lei nº 4.564/2019, o que impede a análise do impacto ambiental da suspensão. | Ausência de justificativa ou exposição de motivos que esclareça o fundamento da suspensão (ex: inconstitucionalidade formal ou material).","O Decreto Legislativo nº 2104/2023 possui natureza estritamente processual e de controle de constitucionalidade/legalidade, limitando-se a suspender a execução de uma norma anterior (Lei nº 4.564/2019). Não há, no texto do decreto ou na transcrição da sessão plenária, qualquer retórica ambiental ou justificativa de mérito sobre o impacto ecológico da suspensão.

A análise do efeito ambiental é indeterminada porque o dossiê não fornece o conteúdo da Lei nº 4.564/2019, que foi suspensa. Sem conhecer o que a norma suspensa alterava no licenciamento ambiental original (Lei nº 3.686/2015), não é possível aferir se a suspensão representa um fortalecimento, um enfraquecimento ou uma neutralidade em relação à proteção ambiental. O decreto é um instrumento de controle legislativo sobre a validade d","VAZAMENTO (origem: EXTERNO): a resposta fala em «inconstitucional» e o termo NÃO existe no dossiê — o modelo usou conhecimento próprio sobre esta norma, o que a regra 2 do prompt proíbe. Análise não é cega.",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:48:47+00:00
11508,ok,greenwashing,0.9,1.0,0.1,forte,enfraquece,M2_reframing_de_regressao;M4_insercao_heterogenea,0.95,4,4,0,0,0,False,,ambos,false,3,Faltam dados sobre o impacto ambiental da redução das distâncias de segurança para aplicação de agrotóxicos em Rondônia. | Não há justificativa técnica no dossiê para a anistia concedida no Art. 41.,"A norma utiliza uma retórica de 'atualização' e 'controle' (Eixo R) para justificar a revogação da lei anterior, mas na prática (Eixo E) promove um retrocesso ambiental significativo. O principal indício de dissimulação é a inserção do Art. 41 na Lei, que não constava no projeto original, concedendo anistia a produtores inadimplentes com a logística reversa de embalagens, o que desestimula o cumprimento da norma ambiental. Além disso, o Art. 18 estabelece distâncias de segurança para aplicação de agrotóxicos (especialmente para aeronaves remotamente pilotadas) que são tecnicamente questionáveis e insuficientes para evitar a deriva, configurando um retrocesso sob o pretexto de modernização técnica.

A comparação entre o projeto e a lei revela que, embora o governo alegue buscar 'segurança j",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:48:53+00:00
11510,com_ressalvas,greenwashing,0.8,1.0,0.2,forte,enfraquece,M1_norma_programatica_vazia;M2_reframing_de_regressao;M3_revogacao_tacita,0.9,4,3,0,1,0,False,,ambos,false,3,Faltam dados sobre o impacto orçamentário e a capacidade operacional da SEDAM para fiscalizar os Termos de Compromisso firmados sob a nova lei.,"A norma utiliza uma retórica de 'regularização ambiental' (Eixo R) para instituir um programa que, na prática, serve como instrumento de flexibilização do cumprimento de obrigações ambientais. O uso do termo 'permanente' na ementa mascara o fato de que a lei cria um regime de exceção para passivos ambientais, alinhando-se a interesses de produtores rurais citados na justificativa do projeto. 

O efeito prático (Eixo E) é o enfraquecimento da proteção, notadamente pela revogação de dispositivos do Zoneamento Socioeconômico Ecológico (Art. 78), o que fragiliza o ordenamento territorial do estado. Embora o Poder Executivo tenha vetado artigos que explicitamente dispensavam Responsabilidade Técnica para invasores (Art. 76), a estrutura da lei permanece focada em facilitar a adesão ao CAR e ao ",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:48:59+00:00
11607,com_ressalvas,greenwashing,0.9,1.0,0.1,forte,enfraquece,M2_reframing_de_regressao;M5_delegacao_desregulamentadora,0.95,4,2,0,2,0,False,,ambos,false,3,"Falta de clareza sobre a capacidade técnica do órgão ambiental para fiscalizar a posteriori os relatórios de dispensa apresentados. | Ausência de definição sobre o que constitui 'padrão técnico modesto' para as estradas abrangidas, o que pode permitir interpretações extensivas.","A norma utiliza a retórica da 'desburocratização' e 'modernização' para justificar a dispensa de licenciamento ambiental em atividades de impacto, como pavimentação e extração de cascalho. Embora o texto tente mitigar riscos exigindo relatórios posteriores (Art. 1º, inciso VII) e responsabilidade técnica (Art. 1º, inciso VIII), ele efetivamente transfere o controle do órgão ambiental para a autodeclaração do responsável técnico (M5). O projeto original e a lei mantêm a mesma estrutura de desregulamentação, enquadrando a supressão de licenciamento como um avanço administrativo, o que caracteriza o greenwashing legislativo ao apresentar a retirada de salvaguardas como um ganho de eficiência.",2/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:03+00:00
11637,ok,greenwashing,0.8,1.0,0.2,forte,enfraquece,M2_reframing_de_regressao,0.9,3,3,0,0,0,False,,ambos,false,3,Não há dados sobre o impacto orçamentário da renúncia fiscal decorrente da isenção das taxas para agroindústrias. | Não há informações sobre a existência de mecanismos de controle alternativos para as atividades agroindustriais agora isentas.,"A norma utiliza uma retórica de apoio à agricultura familiar e justiça social para ampliar a isenção de taxas de licenciamento ambiental, incluindo atividades 'agroindustriais'. Embora o autor do projeto alegue que a isenção não dispensa as obrigações ambientais, a redução da arrecadação de taxas de licenciamento impacta diretamente a capacidade operacional do órgão ambiental estadual para fiscalizar essas mesmas atividades, que possuem potencial poluidor. O enquadramento como 'incentivo' mascara o esvaziamento financeiro da política de licenciamento, configurando um mecanismo de desoneração que fragiliza a proteção ambiental sob o pretexto de modernização e apoio ao setor produtivo.",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:06+00:00
11664,com_ressalvas,greenwashing,0.8,0.6,0.2,forte,misto,M4_insercao_heterogenea,0.9,3,2,0,1,0,False,,ambos,false,3,,"A norma apresenta uma retórica forte de proteção à saúde pública e bem-estar animal, utilizando argumentos sobre o Transtorno do Espectro Autista (TEA) e a sensibilidade auditiva de animais. Contudo, a inclusão do § 3º no Art. 1º, que não constava no projeto original, introduz uma exceção ampla para 'festividades tradicionais'. 

Este dispositivo, inserido via emenda durante a tramitação, esvazia o efeito prático da proibição ao permitir que a fonte principal de ruído (fogos com estampido) continue ocorrendo em eventos de grande porte, sob o pretexto de preservação cultural. A mudança configura um mecanismo de dissimulação, onde a norma se apresenta como uma proibição geral, mas garante, na prática, a continuidade da prática poluidora em contextos de alta visibilidade.",1/3 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:10+00:00
11891,com_ressalvas,nao_ambiental,0.1,0.125,0.025,leve,neutro,M1_norma_programatica_vazia,0.9,2,2,0,0,0,False,,lei,false,3,"Faltou o texto do projeto original para comparar se houve alterações significativas na tramitação, embora a nota taquigráfica indique apenas ajustes de técnica legislativa.","A norma possui natureza estritamente administrativa e patrimonial, tratando da alienação de bens móveis inservíveis da frota estadual. Embora a Secretaria de Estado do Desenvolvimento Ambiental (SEDAM) figure na lista de órgãos cujos veículos serão leiloados, a lei não estabelece diretrizes, políticas ou impactos ambientais, limitando-se a autorizar a renúncia de receitas de taxas e multas para facilitar a venda de sucatas e veículos antigos.

O enquadramento como 'não_ambiental' justifica-se pelo fato de a norma ser um ato de gestão de frota pública. A menção à SEDAM é meramente incidental, decorrente da necessidade de incluir todos os órgãos estaduais na autorização de leilão. Não há elementos de greenwashing, pois a retórica da norma é transparente quanto ao seu objetivo de desburocrati",alega mecanismo de dissimulação (M1_norma_programatica_vazia) mas o veredito nao_ambiental diz que a norma não trata de meio ambiente,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:16+00:00
12004,ok,simbolica,0.6,0.25,0.35,forte,neutro,M1_norma_programatica_vazia,0.9,3,3,0,0,0,False,,ambos,false,3,"Ausência de informações sobre as razões específicas dos vetos no dossiê, o que permitiria avaliar se houve uma desarticulação deliberada da política ou apenas uma questão orçamentária.","A norma apresenta uma retórica ambiental forte, focada na transição energética e na redução da dependência de combustíveis fósseis. Contudo, a análise comparativa entre o projeto original e a lei sancionada revela um esvaziamento prático significativo. O projeto original previa instrumentos concretos, como a 'disponibilização de linhas de financiamento' (Art. 4º do PL) e a 'oferta de incentivos tributários' (Art. 5º do PL), além de dotação orçamentária (Art. 6º do PL). Na lei promulgada, todos esses dispositivos foram vetados (Art. 5º e 6º da Lei), restando apenas diretrizes genéricas e programáticas sem mecanismos de execução, orçamento ou sanção.

O resultado é uma norma que se apresenta como política pública de incentivo, mas que, na prática, carece de qualquer meio efetivo para fomenta",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:19+00:00
12192,com_ressalvas,simbolica,0.2,0.125,0.075,leve,neutro,M1_norma_programatica_vazia,0.9,3,2,0,1,0,False,,ambos,false,3,,"A norma possui caráter administrativo-financeiro, focada na flexibilização do fluxo de caixa para o pagamento de taxas de licenciamento ambiental. Embora a retórica parlamentar utilize o argumento de 'facilitar para o homem do campo', o efeito prático da lei é meramente procedimental, não alterando os critérios técnicos, as exigências de estudos ambientais ou os níveis de proteção dos ecossistemas. A norma não reduz a proteção ambiental, mas também não a fortalece, limitando-se a criar uma facilidade de pagamento que, por si só, não impacta a qualidade do licenciamento.

Não foram identificados mecanismos de dissimulação de retrocesso (M2, M3 ou M4). A comparação entre o projeto original e a lei promulgada revela que o texto permaneceu praticamente inalterado, com ajustes apenas na redação",1/3 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:23+00:00
12259,ok,simbolica,0.3,0.25,0.05,forte,neutro,M1_norma_programatica_vazia,0.9,3,3,0,0,0,False,,ambos,false,3,Ausência de dados sobre a capacidade orçamentária e de pessoal dos órgãos ambientais para aplicar as sanções previstas. | Falta de informações sobre a eficácia da aplicação de multas por UPF/RO em casos anteriores de incêndios no estado.,"A norma apresenta um caráter predominantemente simbólico. Embora o autor justifique a proposta como uma forma de 'ampliar as punições' e 'inibir a frequência dos incêndios', a lei não cria mecanismos operacionais de fiscalização, não destina orçamento específico para o combate aos incêndios e não estabelece prazos ou metas para a aplicação das sanções previstas. A redação final da lei é praticamente idêntica ao projeto original, não havendo alterações significativas que indiquem contrabando legislativo ou retrocesso deliberado. 

O efeito prático é limitado, pois a norma apenas repete a lógica de sanções administrativas já previstas em legislações federais e estaduais preexistentes, sem conferir maior eficácia à atuação dos órgãos ambientais. A ausência de previsão de estrutura para a apli",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:27+00:00
12479,com_ressalvas,retrocesso_transparente,0.3,0.5,0.2,leve,enfraquece,M2_reframing_de_regressao,0.9,3,3,0,0,0,False,,ambos,false,3,"O dossiê não apresenta o conteúdo detalhado da Lei nº 5.883/2024 revogada, apenas sua ementa, o que limita a análise da extensão exata do retrocesso em termos de sanções perdidas.","A norma configura um retrocesso transparente, pois revoga integralmente uma legislação sancionatória ambiental (Lei nº 5.883/2024) sob o argumento de que a norma anterior era ineficaz e que a revogação seria um 'passo para a construção de uma política pública' mais eficiente. Embora a justificativa do projeto utilize retórica de proteção ambiental e desenvolvimento sustentável, o efeito prático é a supressão de mecanismos de punição para incêndios e queimadas no estado.

Os parlamentares, durante a sessão plenária, admitiram que a revogação atende a demandas de produtores rurais que se sentiam prejudicados pela norma anterior, conforme afirmou o Deputado Cirone Deiró: 'nós estamos aqui nesta tarde, propondo, de forma coletiva, todos os 24 deputados estaduais, em conjunto, a revogação dessa","veredito retrocesso_transparente com retórica 'leve' (se há disfarce, o veredito do mapa é greenwashing)",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:32+00:00
12580,com_ressalvas,indeterminado,0.2,,,leve,indeterminado,M1_norma_programatica_vazia,0.8,3,3,0,0,0,False,,ambos,false,3,"O dossiê não contém o relatório circunstanciado da CPI, documento essencial para avaliar se a norma protege ou enfraquece as unidades de conservação mencionadas.","A Resolução nº 626/2025 limita-se a aprovar formalmente o relatório de uma CPI que investigou irregularidades na criação de 11 unidades de conservação e contratos de carbono. Embora a retórica parlamentar, conforme transcrição da sessão, mencione a importância do tema para os rondonienses, o texto da norma é puramente procedimental. Não há, no dossiê, acesso ao conteúdo do relatório aprovado, o que impede qualquer conclusão sobre se a norma visa proteger as unidades de conservação ou se, sob o pretexto de 'investigar irregularidades', promove o esvaziamento jurídico dessas áreas protegidas. A ausência de transparência sobre as recomendações aprovadas torna o efeito prático indeterminado.",alega mecanismo de dissimulação (M1_norma_programatica_vazia) mas o veredito indeterminado diz que não há evidência para decidir,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:36+00:00
12792,com_ressalvas,greenwashing,0.8,1.0,0.2,forte,enfraquece,M2_reframing_de_regressao,0.9,4,3,0,1,0,False,,ambos,false,3,Não há informações sobre o impacto ambiental quantitativo da conversão de pastagens naturais remanescentes em Rondônia. | O dossiê não detalha as razões técnicas dos vetos aos dispositivos do Art. 74-A.,"A norma utiliza uma retórica de 'regularização ambiental' e 'segurança jurídica' para, na prática, flexibilizar o conceito de uso consolidado. Ao incluir áreas em regime de pousio (Art. 73-A, VII, 'd') e permitir a conversão de pastagens naturais remanescentes (Art. 73-A, X, 'a'), a lei cria brechas para a supressão de vegetação nativa que, sob a legislação federal estrita, não estaria necessariamente consolidada. O veto aos dispositivos do Art. 74-A, que tratavam da regeneração e limpeza de vegetação, sugere uma tentativa de evitar o controle estatal sobre áreas que deveriam estar em processo de recuperação, configurando um retrocesso disfarçado de adequação normativa.",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:40+00:00
12891,descartada,protecao_genuina,0.2,0.6,0.4,forte,misto,,0.9,3,0,0,3,0,True,dossie,ambos,false,3,"O dossiê não fornece a composição anterior do CONSEPA, o que impede avaliar se a nova composição altera o equilíbrio de forças (ex: se a inclusão de novos membros dilui o poder de voto de órgãos técnicos ou da sociedade civil organizada).","A norma altera a composição do Conselho Estadual de Política Ambiental (CONSEPA) para incluir representantes da OAB/RO, da FEPARO e da Comissão de Meio Ambiente da ALE/RO. A justificativa apresentada pela autora, Deputada Gislaine Lebrinha, vincula a medida à necessidade de 'evitar futuras ações de inconstitucionalidade' e 'insegurança jurídica' em processos de criação de Reservas Ambientais, sugerindo que a ampliação do conselho visa conferir maior legitimidade e equilíbrio técnico às decisões do órgão. 

Não há evidências de dissimulação (greenwashing) ou esvaziamento de competências. A inclusão de órgãos de controle (OAB) e de representação setorial (pescadores) em conselhos deliberativos é, em regra, um mecanismo de fortalecimento da governança ambiental e do controle social, e não de ","3/3 citações não existem no dossiê | nenhuma citação ancorada em documento oficial | VAZAMENTO (origem: DOSSIÊ): a resposta fala em «inconstitucional» e o termo está no próprio dossiê — o anti-vazamento cobre só o cabeçalho, não o texto dos documentos. Falha nossa de montagem; a análise deixa de ser cega mesmo assim. | veredito protecao_genuina com efeito 'misto'",google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:44+00:00
13307,ok,simbolica,0.4,0.25,0.15,forte,neutro,M1_norma_programatica_vazia,0.9,3,3,0,0,0,False,,ambos,false,3,"Ausência de previsão orçamentária específica na lei promulgada, apesar da promessa na justificativa do projeto. | Falta de definição sobre quais órgãos específicos serão responsáveis pela execução das ações de fiscalização.","A norma possui um forte apelo retórico de proteção à biodiversidade, mas carece de mecanismos operacionais que garantam sua eficácia. Embora a justificativa do projeto mencione que 'os recursos necessários para a implementação desta Lei serão previstos no orçamento do Estado', o texto final da lei não contém qualquer dispositivo orçamentário ou de vinculação de verbas, tornando as ações de capacitação e fiscalização dependentes de discricionariedade administrativa futura.

Não houve alterações substanciais entre o projeto original e a lei promulgada que indicassem retrocesso ou contrabando legislativo (jabutis). A norma limita-se a instituir diretrizes genéricas de atuação para autoridades já existentes, sem criar obrigações de resultado, prazos para implementação ou sanções pelo descumpri",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:48+00:00
13397,ok,greenwashing,0.9,1.0,0.1,forte,enfraquece,M2_reframing_de_regressao;M3_revogacao_tacita;M4_insercao_heterogenea,0.95,4,4,0,0,0,False,,ambos,false,3,Faltou a transcrição da sessão plenária para verificar se houve debate sobre as alterações entre o projeto e a lei.,"A norma utiliza uma retórica de 'segurança jurídica' e 'proteção ambiental' (Eixo R) para sustar um plano de desocupação de uma Estação Ecológica (Unidade de Conservação de Proteção Integral). Contudo, o efeito prático (Eixo E) é o esvaziamento da proteção da unidade. Entre o projeto e a lei, houve uma piora significativa: o projeto original proibia expressamente a criação de novos cadastros (Art. 8º, I), enquanto a lei promulgada autoriza explicitamente a abertura de novos cadastros de produtores (Art. 5º). Além disso, a lei introduziu a autorização para o tráfego de veículos para escoamento de exploração florestal dentro da unidade (Art. 2º, parágrafo único), dispositivo ausente no projeto original, configurando um claro retrocesso ambiental sob o disfarce de regularização administrativa",,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:53+00:00
13405,com_ressalvas,greenwashing,0.9,1.0,0.1,forte,enfraquece,M2_reframing_de_regressao;M5_delegacao_desregulamentadora,0.95,4,3,0,1,0,False,,ambos,false,3,Ausência de dados sobre a extensão total da área afetada e o número de propriedades envolvidas. | Falta de informações sobre o impacto ambiental acumulado das atividades agrossilvopastoris na Estação Ecológica.,"A norma utiliza uma retórica de 'segurança jurídica' e 'consequencialismo' para justificar a suspensão de embargos ambientais e planos de desocupação em uma Estação Ecológica (Unidade de Conservação de Proteção Integral). Embora o texto afirme que não autoriza novos desmatamentos, o efeito prático é a legitimação da ocupação irregular e a garantia de exploração econômica (20% da área) dentro de uma área protegida, esvaziando a eficácia da unidade de conservação.

Entre o projeto e a lei, houve a inclusão do Art. 11, que afirma que a lei não convalida o Decreto nº 22.690/2018, mas isso não altera o impacto negativo dos dispositivos que suspendem a fiscalização e os embargos. A norma opera um 'reframing' ao tratar a ocupação de uma área protegida como uma questão de 'regularização transitóri",1/4 citações órfãs,google/gemini-3.1-flash-lite,v2.2,2026-07-30T15:49:57+00:00
